"clusterName","Location","cifsServerName","cifsShareName","cifsSharePath","cifsShareComments","hostingVolume","hostingVolumeUsedSize(GB)"
"snowy","Sydney","snowySVM055","Omni Channel","/snowySVM055_vol004/GroupData/Omni Channel","INC000017251657_Omni Channel","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM054","dom_av_test_no_slash","/Software/dom_av_test",,"Software","18"
"snowy","Sydney","snowySVM068","WIB Transformation","/snowySVM068_vol001/GroupData/WIB Transformation","INC000016632975_WIB Transformation","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM067","AMCBO","/snowySVM067_vol005/LegacyData5/AMCBO","AMCBO","snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM056","Alfabet_PROD1","/snowySVM056_Alfabet_PROD1",,"snowySVM056_Alfabet_PROD1","19"
"snowy","Sydney","snowySVM060","Legacy Data Share 5","/snowySVM060_vol005/legacydata5",,"snowySVM060_vol005","10394"
"snowy","Sydney","snowySVM077","TreasuryProjects","/snowySVM077_vol004/groupdata2/TreasuryProjects",,"snowySVM077_vol004","3975"
"snowy","Sydney","snowySVM050","Migrate","/vol/snowySVM050_vol002/Migrate","This is the share for the My Computer migration scripts","snowySVM050_vol002","1246"
"snowy","Sydney","snowySVM067","Corp_MGRS","/snowySVM067_vol001/LegacyData1/Corp_MGRS","Corp_MGRS","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM050","Agribusiness Management and Strategy","/vol/snowySVM050_vol002/GroupData/Agribusiness Management and Strategy","INC000016542861_Agribusiness Management and Strategy","snowySVM050_vol002","1246"
"snowy","Sydney","snowySVM067","UDS","/snowySVM067_vol001/UDS","UDS","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM053","GroupOperationsProfileU104Link9","/vol/snowySVM053_vol001/GroupOperationsProfileU104Link9",,"snowySVM053_vol001","7377"
"snowy","Sydney","snowySVM055","Workplace","/snowySVM055_vol002/GroupData/Workplace",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM060","DebtSec","/snowySVM060_vol004/legacydata4/DebtSec",,"snowySVM060_vol004","4253"
"snowy","Sydney","snowySVM052","ContactCentresProfileU104Link1","/vol/snowySVM052_vol001/ContactCentresProfileU104Link1",,"snowySVM052_vol001","622"
"snowy","Sydney","snowySVM060","Network Operations","/snowySVM060_vol006/groupdata/Network Operations",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM053","GroupOperationsProfileU104Link1","/vol/snowySVM053_vol001/GroupOperationsProfileU104Link1",,"snowySVM053_vol001","7377"
"snowy","Sydney","snowySVM068","Wisdom EBR","/snowySVM068_vol001/GroupData/Wisdom EBR","INC000017773001_Wisdom EBR","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM067","Cap","/snowySVM067_vol001/Cap","Cap","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM067","wibmis","/snowySVM067_vol003/LegacyData3/wibmis","wibmis","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM060","BCP_DR","/snowySVM060_vol003/legacydata3/BCP_DR",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM060","SWIS","/snowySVM060_vol003/legacydata3/SWIS",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM068","Project Scan","/snowySVM068_vol001/GroupData/Project Scan","INC000015005942_Project Scan","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM068","Project Unlocked","/snowySVM068_vol001/GroupData/Project Unlocked",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM058","DFS_Client_Users_Retail_TAS_SG2$","/snowySVM058_vol001/FileSrv/Users/Retail/TAS/SG2",,"snowySVM058_vol001","6728"
"snowy","Sydney","snowySVM060","LegacyData6","/snowySVM060_vol006/legacydata6",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM055","HCM TOM","/snowySVM055_vol004/GroupData/HCM TOM","INC000018218206_HCM TOM","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM055","Supervision & Remuneration Compliance","/snowySVM055_vol004/GroupData/Supervision & Remuneration Compliance","INC000017795266_Supervision & Remuneration Compliance","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM068","WCLM","/snowySVM068_vol001/GroupData/WCLM","INC000019087188_WCLM","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM056","SSS_SVP_Shared_1","/snowySVM056_SSS_SVP_Shared_1",,"snowySVM056_SSS_SVP_Shared_1","8"
"snowy","Sydney","snowySVM055","NBVC","/snowySVM055_vol002/GroupData/NBVC","INC000016286989_NBVC","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","UFO_FBS","/snowySVM067_vol003/LegacyData3/UFO_FBS","UFO_FBS","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM067","TRADEDEV","/snowySVM067_vol005/LegacyData5/TRADEDEV","TRADEDEV","snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM077","Mergers and Acquisitions","/snowySVM077_vol001/LegacyData1/Mergers and Acquisitions","Mergers and Acquisitions","snowySVM077_vol001","1664"
"snowy","Sydney","snowySVM093","MFRSVP","/snowySVM093_MFRSVP",,"snowySVM093_MFRSVP","3"
"snowy","Sydney","snowySVM073","np0005_profiles1","/snowySVM073_vol004",,"snowySVM073_vol004","808"
"snowy","Sydney","snowySVM060","TRADE","/snowySVM060_vol003/legacydata3/TRADE",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM055","CPDO Tableau & Reporting Backups","/snowySVM055_vol004/GroupData/CPDO Tableau & Reporting Backups","INC000018396252_CPDO Tableau & Reporting Backups","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM077","np0020_group4","/snowySVM077_vol004",,"snowySVM077_vol004","3975"
"snowy","Sydney","snowySVM055","BI LT & Admin","/snowySVM055_vol002/GroupData/BI LT & Admin","INC000014867501_BI LT & Admin","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","Riskrepo","/snowySVM067_vol003/LegacyData3/Riskrepo","Riskrepo","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM060","PORTMGMT","/snowySVM060_vol003/legacydata3/PORTMGMT",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM054","AV_1","/AV_Test_Vol_1",,"AV_Test_Vol_1","0"
"snowy","Sydney","snowySVM055","Transition Project","/snowySVM055_vol004/GroupData/Transition Project","INC000018893743_Transition Project","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM055","snowySVM055_vol002","/snowySVM055_vol002",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM077","GroupData","/snowySVM077_vol002/groupdata",,"snowySVM077_vol002","16853"
"snowy","Sydney","snowySVM067","NZAOP","/snowySVM067_vol001/LegacyData1/NZAOP","NZAOP","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM062","snowySVM062_vol001","/snowySVM062_vol001",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM077","snowySVM077_vol004_cINC15010845","/snowySVM077_vol004_cINC15010845","CRQ000007250848 FlexClone of snowySVM077_vol004","snowySVM077_vol004_cINC15010845","2720"
"snowy","Sydney","snowySVM058","SOVP","/snowySVM058_SOVP","INC000016226740_Soverign_Application_Prod","snowySVM058_SOVP","3"
"snowy","Sydney","snowySVM064","Profiles","/snowySVM064_vol004/Profiles","Profiles","snowySVM064_vol004","44"
"snowy","Sydney","snowySVM067","fixedint","/snowySVM067_vol003/LegacyData3/fixedint","fixedint","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM067","Asxcomp","/snowySVM067_vol003/LegacyData3/Asxcomp","Asxcomp","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM093","MFRSIT","/snowySVM093_MFRSIT",,"snowySVM093_MFRSIT","3"
"snowy","Sydney","snowySVM055","DigitalLabs","/snowySVM055_vol004/GroupData/DigitalLabs","INC000017063397_DigitalLabs","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM077","JMT","/snowySVM077_vol006/n000e03s0001",,"snowySVM077_vol006","32"
"snowy","Sydney","snowySVM067","fra","/snowySVM067_vol003/LegacyData3/fra","fra","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM068","Daniela Kechev HR Folder","/snowySVM068_vol001/GroupData/Daniela Kechev HR Folder",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM074","home","/snowySVM074_vol001/home1",,"snowySVM074_vol001","15780"
"snowy","Sydney","snowySVM056","PROD_DigiDash_Sync","/snowySVM056_TM1/PROD_DigiDash_Sync",,"snowySVM056_TM1","11"
"snowy","Sydney","snowySVM062","SPP","/snowySVM062_vol003/groupdata/corporate/SPP",,"snowySVM062_vol003","946"
"snowy","Sydney","snowySVM053","BEB Business Support","/vol/snowySVM053_vol002/GroupData/BEB Business Support","INC000017562231_BEB Business Support","snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM067","Legal","/snowySVM067_vol003/LegacyData3/Legal","Legal","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM060","Appln$","/snowySVM060_vol003/legacydata3/Appln$",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM060","Infolease_Audit","/snowySVM060_vol002/Infolease_Audit",,"snowySVM060_vol002","6630"
"snowy","Sydney","snowySVM068","MiFID II PI","/snowySVM068_vol001/GroupData/MiFID II PI","INC000018823509_MiFID II PI","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM055","HCM_Transformation","/snowySVM055_vol002/GroupData/HCM Transformation",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM056","a001c7_SVP","/snowySVM056_a001c7_SVP",,"snowySVM056_a001c7_SVP","0"
"snowy","Sydney","snowySVM067","LegacyData4","/snowySVM067_vol004/legacydata4",,"snowySVM067_vol004","24973"
"snowy","Sydney","snowySVM055","Premium Support","/snowySVM055_vol004/GroupData/Premium Support","INC000018104488_Premium Support","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM067","DRTEST4","/snowySVM067_vol004/LegacyData4/DRTEST4","DRTEST4","snowySVM067_vol004","24973"
"snowy","Sydney","snowySVM067","Zip","/snowySVM067_vol003/LegacyData3/Zip","Zip","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM055","CorpITHomeU104Link3","/snowySVM055_vol001/CorpITHomeU104Link3",,"snowySVM055_vol001","52459"
"snowy","Sydney","snowySVM067","Voicelog","/snowySVM067_vol003/LegacyData3/Voicelog","Voicelog","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM058","DFS_Client_Users_Retail_NSW_SG2$","/snowySVM058_vol001/FileSrv/Users/Retail/NSW/SG2",,"snowySVM058_vol001","6728"
"snowy","Sydney","snowySVM060","GOPSBUF","/snowySVM060_vol005/legacydata5/GOPSBUF",,"snowySVM060_vol005","10394"
"snowy","Sydney","snowySVM052","ContactCentresHomeU104Link1","/vol/snowySVM052_vol001/ContactCentresHomeU104Link1",,"snowySVM052_vol001","622"
"snowy","Sydney","snowySVM060","Structured Solutions","/snowySVM060_vol006/groupdata/Structured Solutions",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM058","DFS_Client_Users_Retail_QLD_SG2$","/snowySVM058_vol001/FileSrv/Users/Retail/QLD/SG2",,"snowySVM058_vol001","6728"
"snowy","Sydney","snowySVM055","BBTadoption","/snowySVM055_vol002/GroupData/BBtadoption",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM062","INV_REL","/snowySVM062_vol001/groupdata/Corporate/INV_REL",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM067","RDSRates","/snowySVM067_vol003/LegacyData3/RDSRates","RDSRates","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM055","Compliance Support Team","/snowySVM055_vol004/GroupData/Compliance Support Team","INC000018843225_Compliance Support Team","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM055","OnPrem-Wintel","/snowySVM055_vol004/GroupData/OnPrem-Wintel","INC000019048505_OnPrem-Wintel","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM058","DFS_Client_Users_Retail_ACT_SG2$","/snowySVM058_vol001/FileSrv/Users/Retail/ACT/SG2",,"snowySVM058_vol001","6728"
"snowy","Sydney","snowySVM062","GRP_HR","/snowySVM062_vol001/groupdata/Corporate/GRP_HR",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM067","proptrad","/snowySVM067_vol003/LegacyData3/proptrad","proptrad","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM068","snowySVM068_vol004","/snowySVM068_vol004",,"snowySVM068_vol004","0"
"snowy","Sydney","snowySVM060","Analytics","/snowySVM060_vol005/legacydata5/Analytics",,"snowySVM060_vol005","10394"
"snowy","Sydney","snowySVM067","np0024_group3_dr","/snowySVM067_vol003",,"snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM068","FM Regulatory Change Portfolio","/snowySVM068_vol001/GroupData/FM Regulatory Change Portfolio","INC000014965968_FM Regulatory Change Portfolio","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM060","FINCNCOR","/snowySVM060_vol004/legacydata4/FINCNCOR",,"snowySVM060_vol004","4253"
"snowy","Sydney","snowySVM068","LCIR Projects Parent Folder","/snowySVM068_vol001/GroupData/LCIR Projects Parent Folder","INC000014623488_LCIR_Projects_Parent_Folder","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM067","GRMX","/snowySVM067_vol005/LegacyData5/GRMX","GRMX","snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM054","dom_av_test1_no_slash","/Software/dom_av_test1",,"Software","18"
"snowy","Sydney","snowySVM058","DFS_Client_Users_Retail_SA_SG1$","/snowySVM058_vol001/FileSrv/Users/Retail/SA/SG1",,"snowySVM058_vol001","6728"
"snowy","Sydney","snowySVM051","Sales&ServiceProfileU104Link1","/vol/snowySVM051_vol001/Sales&ServiceProfileU104Link1",,"snowySVM051_vol001","4786"
"snowy","Sydney","snowySVM067","AMS","/snowySVM067_vol003/AMS","AMS","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM062","BS_FIN","/snowySVM062_vol001/groupdata/Corporate/BS_FIN",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM067","CIS","/snowySVM067_vol002/CIS","CIS","snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM050","RetailProfileU104Link9","/vol/snowySVM050_vol001/RetailProfileU104Link9",,"snowySVM050_vol001","7857"
"snowy","Sydney","snowySVM067","DRTEST5","/snowySVM067_vol005/LegacyData5/DRTEST5","DRTEST5","snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM051","CFAL STRATEGIC ALLIANCE","/vol/snowySVM051_vol002/GroupData/CFAL STRATEGIC ALLIANCE","INC000019157336_CFAL STRATEGIC ALLIANCE","snowySVM051_vol002","2056"
"snowy","Sydney","snowySVM060","Redeployment","/snowySVM060_vol005/legacydata5/Redeployment",,"snowySVM060_vol005","10394"
"snowy","Sydney","snowySVM067","equities","/snowySVM067_vol003/LegacyData3/equities","equities","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM055","Group Strategy","/snowySVM055_vol002/GroupData/Group Strategy","INC000014692341_Group Strategy","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","WrtShare","/snowySVM067_vol002/WrtShare","WrtShare","snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM068","Commercial Cards","/snowySVM068_vol001/GroupData/Commercial Cards","INC000016630173_Commercial Cards","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM055","CRS_HK_XML_SUBMISSION","/snowySVM055_vol002/GroupData/CRS_HK_XML_SUBMISSION","INC000016633152_CRS_HK_XML_SUBMISSION","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM055","Banks Team HR","/snowySVM055_vol002/GroupData/Banks Team HR",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","PARCOMM","/snowySVM067_vol005/LegacyData5/PARCOMM","PARCOMM","snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM055","Personalised Marketing","/snowySVM055_vol004/GroupData/Personalised Marketing","INC000018251686_Personalised Marketing","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM055","Tableau","/snowySVM055_vol002/GroupData/Tableau",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","StaticWatch","/snowySVM067_vol004/legacydata4/common/ODR Project/TradeRepository/Tina/StaticWatch/",,"snowySVM067_vol004","24973"
"snowy","Sydney","snowySVM062","REACHExec","/snowySVM062_vol002/groupdata/Corporate2/REACHExec",,"snowySVM062_vol002","24215"
"snowy","Sydney","snowySVM077","DRTEST1","/snowySVM077_vol001/LegacyData1/DRTEST1","DRTEST1","snowySVM077_vol001","1664"
"snowy","Sydney","snowySVM067","grp_t_fb","/snowySVM067_vol002/LegacyData2/grp_t_fb",,"snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM100","sg_np0001_profiles1_sv","/sg_np0001_profiles1_sv",,"sg_np0001_profiles1_sv",
"snowy","Sydney","snowySVM075","Home1","/snowySVM075_vol002/home1",,"snowySVM075_vol002","5036"
"snowy","Sydney","snowySVM067","Files3","/snowySVM067_vol001/Files3","Files3","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM054","Software","/Software",,"Software","18"
"snowy","Sydney","snowySVM050","RetailProfileU104Link5","/vol/snowySVM050_vol001/RetailProfileU104Link5",,"snowySVM050_vol001","7857"
"snowy","Sydney","snowySVM055","KylieandMichelle","/snowySVM055_vol004/GroupData/KylieandMichelle","INC000017213865_KylieandMichelle","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM056","COM_002","/snowySVM056_COM_002","ATM Commander - INC000008603305","snowySVM056_COM_002","38536"
"snowy","Sydney","snowySVM060","IBLGLDOC","/snowySVM060_vol003/legacydata3/IBLGLDOC",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM062","np0002_group4_dr","/snowySVM062_vol003",,"snowySVM062_vol003","946"
"snowy","Sydney","snowySVM050","MetroBranches","/vol/snowySVM050_vol002/GroupData/MetroBranches","INC000020197189_MetroBranches","snowySVM050_vol002","1246"
"snowy","Sydney","snowySVM055","Sov_Test_Team","/snowySVM055_vol002/GroupData/Sov Test Team",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM058","DFS_Client_Users_Retail_VIC_SG2$","/snowySVM058_vol001/FileSrv/Users/Retail/VIC/SG2",,"snowySVM058_vol001","6728"
"snowy","Sydney","snowySVM055","CB Remediation Assurance","/snowySVM055_vol002/GroupData/CB Remediation Assurance","INC000014406267_CB_Remediation_Assurance","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM055","GRC admin","/snowySVM055_vol002/GroupData/GRC admin","INC000014943479_GRC_admin","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM065","profiles1","/snowySVM065_vol003/profiles1",,"snowySVM065_vol003","9"
"snowy","Sydney","snowySVM050","RetailHomeU104Link1","/vol/snowySVM050_vol001/RetailHomeU104Link1",,"snowySVM050_vol001","7857"
"snowy","Sydney","snowySVM067","FSS","/snowySVM067_vol001/LegacyData1/FSS","FSS","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM060","ABGREMOT","/snowySVM060_vol005/legacydata5/ABGREMOT",,"snowySVM060_vol005","10394"
"snowy","Sydney","snowySVM067","Fipipeline","/snowySVM067_vol003/LegacyData3/Fipipeline","Fipipeline","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM062","IT Sourcing","/snowySVM062_vol002/groupdata/IT Sourcing",,"snowySVM062_vol002","24215"
"snowy","Sydney","snowySVM053","CFAL_secure","/vol/snowySVM053_vol002/GroupData/CFAL",,"snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM055","WorkSMARTERPackaging","/snowySVM055_vol002/GroupData/WorkSMARTERPackaging","INC000017105085_WorkSMARTERPackaging","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","ASCR","/snowySVM067_vol002/legacydata2/ISG/Security Testing/ASCR",,"snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM062","Internal Investigations","/snowySVM062_vol001/groupdata/Corporate/Internal Investigations",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM060","np0012_group1_dr","/snowySVM060_vol001",,"snowySVM060_vol001","19701"
"snowy","Sydney","snowySVM055","ELECTRICITY WORKINGS","/snowySVM055_vol004/GroupData/ELECTRICITY WORKINGS","/snowySVM055_vol004/GroupData/ELECTRICITY WORKINGS","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM055","HCMT","/snowySVM055_vol002/GroupData/HCMT","INC000016434224_HCMT","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM058","DFS_Client_Users_Retail_ACT_SG1$","/snowySVM058_vol001/FileSrv/Users/Retail/ACT/SG1",,"snowySVM058_vol001","6728"
"snowy","Sydney","snowySVM055","BP Test Files","/snowySVM055_vol004/GroupData/BP Test Files","INC000017961354_BP Test Files","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM060","E-Commerce","/snowySVM060_vol004/legacydata4/E-Commerce",,"snowySVM060_vol004","4253"
"snowy","Sydney","snowySVM067","Technology","/snowySVM067_vol002/LegacyData2/Technology",,"snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM055","GFMPIT","/snowySVM055_vol002/GroupData/GFMPIT",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","Rmr","/snowySVM067_vol003/LegacyData3/Rmr","Rmr","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM051","VIC Premium DI701","/vol/snowySVM051_vol002/GroupData/VIC Premium DI701","INC000019686592_VIC Premium DI701","snowySVM051_vol002","2056"
"snowy","Sydney","snowySVM067","corporat","/snowySVM067_vol003/LegacyData3/corporat","corporat","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM058","DFS_Client_Users_Retail_SA_SG2$","/snowySVM058_vol001/FileSrv/Users/Retail/SA/SG2",,"snowySVM058_vol001","6728"
"snowy","Sydney","snowySVM053","WABT LT","/vol/snowySVM053_vol002/GroupData/WABT LT","INC000018952807_WABT LT","snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM055","CB Remediation Execution","/snowySVM055_vol002/GroupData/CB Remediation Execution",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","CapitalMarkets","/snowySVM067_vol003/LegacyData3/CapitalMarkets","CapitalMarkets","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM062","BCM_RELM","/snowySVM062_vol001/groupdata/Corporate/BCM_RELM",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM067","PSA","/snowySVM067_vol002/LegacyData2/ISG/Security Assessment Services/PSA",,"snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM077","drtest0","/snowySVM077_vol002/GroupData/drtest0","drtest0","snowySVM077_vol002","16853"
"snowy","Sydney","snowySVM060","Electricity","/snowySVM060_vol004/legacydata4/Electricity",,"snowySVM060_vol004","4253"
"snowy","Sydney","snowySVM060","DRTEST5","/snowySVM060_vol005/legacydata5/DRTEST5",,"snowySVM060_vol005","10394"
"snowy","Sydney","snowySVM055","Axiom_NAS_Non-Prod","/snowySVM055_vol002/GroupData/Axiom_NAS_Non-Prod","INC000016799215_Axiom_NAS_Non-Prod","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM055","Op Risk & Insurance","/snowySVM055_vol002/GroupData/Op Risk & Insurance",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM053","Global Financial Crime Advisory","/vol/snowySVM053_vol002/GroupData/Global Financial Crime Advisory",,"snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM060","RDSNT","/snowySVM060_vol003/legacydata3/RDSNT",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM053","BusAppMgnt","/vol/snowySVM053_vol004/BusAppMgnt","INC000018748753_BusAppMgnt","snowySVM053_vol004","6"
"snowy","Sydney","snowySVM062","snowySVM062_vol004","/snowySVM062_vol004",,"snowySVM062_vol004","32935"
"snowy","Sydney","snowySVM067","DRTEST2","/snowySVM067_vol002/LegacyData2/DRTEST2",,"snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM062","BCM_MAIN","/snowySVM062_vol001/groupdata/Corporate/BCM_MAIN",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM067","DRTEST1","/snowySVM067_vol001/LegacyData1/DRTEST1","DRTEST1","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM067","RET_RES","/snowySVM067_vol002/LegacyData2/RET_RES",,"snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM068","HoP&CB_IA&I","/snowySVM068_vol001/GroupData/HoP&CB IA&I",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM094","RetailSTG_NSW_South","/snowySVM094_vol001",,"snowySVM094_vol001","12"
"snowy","Sydney","snowySVM060","DRTEST3","/snowySVM060_vol003/legacydata3/DRTEST3",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM055","PPSREPL","/snowySVM055_vol005/PPSREPL","INC000017285985_PPSREPL","snowySVM055_vol005","60"
"snowy","Sydney","snowySVM062","GRP_FIN","/snowySVM062_vol001/groupdata/Corporate/GRP_FIN",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM060","Infrautilities_Shared","/snowySVM060_vol006/groupdata/Infrautilities_Shared",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM067","Cap Mark","/snowySVM067_vol001/LegacyData1/Cap Mark","Cap Mark","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM062","CRED_BUS","/snowySVM062_vol001/groupdata/Corporate/CRED_BUS",,"snowySVM062_vol001","85941"
"thunder","Brisbane","AU2106NT0050","GroupOperationsHomeU106Link4","/vol/AU2106NT0050_vol001/GroupOperationsHomeU106Link4",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","thunderSVM062","Corporate2","/thunderSVM062_vol003/corporate2","Corporate2","thunderSVM062_vol003","3290"
"thunder","Brisbane","AU2106NT0050","XAProfileLink","/AU2106NT0050_B5_004",,"AU2106NT0050_B5_004","1"
"thunder","Brisbane","AU2106NT0050","ContactCentresProfileU106Link8","/vol/AU2106NT0050_vol001/ContactCentresProfileU106Link8",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","thunderSVM065","DefenceHQ","/thunderSVM065_vol005/legacydata4/DefenceHQ",,"thunderSVM065_vol005","13486"
"thunder","Brisbane","thunderSVM065","GRM_ASIS","/thunderSVM065_vol003/legacydata2/GRM_ASIS",,"thunderSVM065_vol003","50460"
"thunder","Brisbane","AU2106NT0050","Sales&ServiceHomeU104Link5","/vol/AU2106NT0050_vol001/Sales&ServiceHomeU104Link5",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","thunderSVM055","CorpITHomeU106Link4","/thunderSVM055_vol001/CorpITHomeU106Link4",,"thunderSVM055_vol001","47604"
"thunder","Brisbane","thunderSVM066","LLD","/thunderSVM066_vol001/Groupdata/LLD",,"thunderSVM066_vol001","90146"
"thunder","Brisbane","AU2106NT0050","sourcing","/vol/AU2106NT0050_vol002","Created 18/01/2017-CRQ7160324","AU2106NT0050_vol002","190"
"thunder","Brisbane","thunderSVM073","ATM Config","/thunderSVM073_vol001/gasper/ATMDATA/ATM Config",,"thunderSVM073_vol001","3274"
"thunder","Brisbane","AU2106NT0050","GroupOperationsHomeU106Link8","/vol/AU2106NT0050_vol001/GroupOperationsHomeU106Link8",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","AU2106NT0050","BS_FIN","/AU2106NT0050_vol003/groupdata/Corporate/BS_FIN",,"AU2106NT0050_vol003","216"
"thunder","Brisbane","thunderSVM052","ContactCentresHomeU106Link8","/vol/thunderSVM052_vol001/ContactCentresHomeU106Link8",,"thunderSVM052_vol001","694"
